User_Account_ID	Email	Password	Salt	Patient_Num	Last_Name	First_Name	Middle_Initial	Dob	Hospital	Vaccine_Name1	Vaccine_Date1	Vaccine_Name2	Vaccine_Date2	Block_Hash
93	stephanie.hall@abc.com	z6QfNDg68k9Y+K1W8JtdB8axKr3/8fz6VRJR8z5yM9Y=	CyBTj+BeC4xtv/2ByoOD2w==	3030	Hall	Stephanie	O	1997-04-20	GarciaMedicalCenter	Moderna-TE4299	2020-11-27	Moderna-TE4299	2021-01-16	None
94	susan.cruz@abc.com	+0QuNmJT/AsIZ9Bs6SSG85bu6VDBVQW8gWGoj8RAfL8=	nlDN0kR29Vh9jOqKytnAkA==	8789	Cruz	Susan	O	1979-02-07	DomingoHospital	Pfizer-NG5657	2020-12-28	Pfizer-NG5657	2021-03-02	None
95	robert.brian@abc.com	ThUQ1v5/uSCQtGDYDyW6iUtFyFe87s0DEARq2dZrpNo=	wHvfRIfhZBELyYrlmEi4fQ==	6295	Brian	Robert	F	2000-02-15	ZachariasMedicalCenter	Pfizer-TC8090	2021-02-03	Pfizer-TC8090	2021-03-06	None
96	lisa.zacharias@abc.com	rnvF+Mu7HoTnn4Tp6njcbNm5/owHqqXTkdUVhF4522M=	KUxr877HR1wkoiU+csUrug==	3568	Zacharias	Lisa	Y	1922-07-15	ObamaMedicalCenter	Pfizer-OB6552	2021-01-07	Pfizer-OB6552	2021-02-02	None
97	james.fernandez@abc.com	0S15KpPcLIzE1Dtpb3QtwzhVhgp64VBTvodJhkg6CBo=	A2OMiYm+3+d5KoA4U0YNBw==	8742	Fernandez	James	Q	2019-10-27	MooreHospital	Moderna-TQ3435	2020-11-04	Moderna-TQ3435	2021-02-01	None
98	frank.harmon@abc.com	mgBfcniM79sgGEXFyS7k5fbEJJSrz7fJO16T31dz200=	kFzDW0DAoB5rklcUZfRxcw==	7194	Harmon	Frank	O	1912-12-30	SmithMedicalCenter	Pfizer-GJ2697	2020-11-15	Pfizer-GJ2697	2021-01-12	None
99	amanda.thompson@abc.com	tCXHhKjRMPo7nso4Ld9G8HGDL8KDQZFUbjhpHpGMpQM=	59EIjCRGlFUfdR+QE26Mrw==	4313	Thompson	Amanda	Y	2003-07-18	SantosMedicalCenter	Pfizer-ZU7916	2021-02-18	Pfizer-ZU7916	2021-03-01	None
100	ruth.lawrence@abc.com	b28JCn0JXF/3E7SnNxJB4tz3VqKd5LIMSKdnsIZOq2A=	F2oGnrqsFjsq4Yh+QAlL2w==	8365	Lawrence	Ruth	D	1995-07-23	MooreHospital	Moderna-VF8711	2021-02-26	Moderna-VF8711	2021-04-05	None
101	patricia.peralta@abc.com	K8TaHrNrV+dWdZZdMS0uioVHRB503Jh+PgsWiyh6WfQ=	V7FBqXYZRYtl2l9Fi8r2TA==	9940	Peralta	Patricia	P	1930-11-20	BlancMedicalCenter	Moderna-VP4998	2021-01-13	Moderna-VP4998	2021-03-15	None
102	bethy.harmon@abc.com	2FR05mM7hwNQjIbZZQfMo8D7dunAolNx0elXQscDOJs=	FAhawQwxI26wBRV3LLVvyQ==	5969	Harmon	Bethy	O	1931-02-23	MillerHospital	Moderna-BA2458	2020-12-02	Moderna-BA2458	2020-12-05	None
103	dorothy.obama@abc.com	9LmLd42d8hhpN9fwPeQYXu7swOu1J/JhWzLdGap3sUw=	YVGKRrtiXpxcnlO8LJJhbg==	3027	Obama	Dorothy	O	1985-04-25	BrianHospital	Moderna-QV9198	2020-11-03	Moderna-QV9198	2021-04-15	None
104	donald.sanchez@abc.com	5XHpQB+jHfZWkIRRq97fbhn7v+0ILQcqXk6VXCnXTOU=	Rff+9uKr1NTFuV5x6XQL0A==	1499	Sanchez	Donald	D	1959-11-05	MendezMedicalCenter	Pfizer-UX3480	2020-12-26	Pfizer-UX3480	2021-03-14	None
105	laura.brian@abc.com	DcCd4hunsZRiqQ3z/w9XdJ/syNJC1hwL/NTiqRuStUo=	k6nezCuUFdWxvSW/DpKvAg==	8716	Brian	Laura	W	2013-12-11	PetersonHospital	Moderna-EU4628	2021-01-20	Moderna-EU4628	2021-04-18	None
106	john.munez@abc.com	nUS8SNbKjvn8BNGQ0ogrururRE7kGTLd/bJJhwXc8Xs=	2QfxxGM9TlqUwrpMlRp2GA==	3312	Munez	John	J	1970-03-01	WestHospital	Moderna-LM5400	2020-12-11	Moderna-LM5400	2021-01-10	None
107	sharon.robinson@abc.com	+08FMM3LaOM5qg3auHpNBZLSWKiADe5FJeyXnRzdxX8=	BIP8sEFo5PmoclDt4Cg1wQ==	3184	Robinson	Sharon	R	1939-02-05	WestMedicalCenter	Pfizer-NW8918	2020-12-07	Pfizer-NW8918	2021-03-28	None
108	donna.lewis@abc.com	knzuRGdZbdAAKJgnkZL2oa0SR7s57iGnuUB0DDb/XJo=	pT2W7gX5cUhfLIndwgeqOw==	5121	Lewis	Donna	None	1981-08-22	CruzMedicalCenter	Moderna-WC4540	2020-12-23	Moderna-WC4540	2021-04-06	None
109	matthew.rodriguez@abc.com	nvg3yxQY2gSy2DOv9ekuSvUJfjuk2wK2esTg40ZCqoI=	/E0vo3tFKuCd9NdbkvWtAQ==	2331	Rodriguez	Matthew	S	1981-12-31	JonesMedicalCenter	Pfizer-VG3762	2021-01-24	Pfizer-VG3762	2021-02-11	None
110	margaret.watson@abc.com	Y77EttWBffP/Aw/e5wBSy2SW2ELA7DAAtFUuUK8dauA=	KD04C7sLSVGZH73lQ3BsAA==	9695	Watson	Margaret	J	1991-05-27	PetersonHospital	Moderna-EO8733	2021-02-12	Moderna-EO8733	2021-04-04	None
111	john.hall@abc.com	aA8qcTsgncEEElPt/U63IEL5Y8Uwl+c05LNNLecj6kw=	b1LhrgLdtEQ4TxExMvpz7w==	2986	Hall	John	L	2017-04-28	ObamaHospital	Pfizer-VG4092	2021-01-27	Pfizer-VG4092	2021-02-23	None
112	matthew.munez@abc.com	dUfCTj34CzPaspG1og+FVhx4CZ9dm4cbQEIlaCFRENA=	H2wrv5dBvE2uvFYmZYcdpA==	5895	Munez	Matthew	D	1961-08-27	WatsonMedicalCenter	Pfizer-QN5242	2021-01-28	Pfizer-QN5242	2021-05-01	None
113	james.white@abc.com	npqRPx7lNGebdkNl9SrY+Odecmlhru8gsTJ6O0m7bX0=	ra/RW+0hlnleignl89tEFg==	5655	White	James	Y	1986-05-28	BlancHospital	Pfizer-YZ7120	2021-02-09	Pfizer-YZ7120	2021-03-02	None
114	steven.lee@abc.com	ADQb+TyG19uvR7QzmgoE3K/aJGAtaV26hRY3EW9bxWQ=	3DVxSKIyI4Mgr42QskyLQA==	4691	Lee	Steven	L	2008-09-20	SinatraHospital	Pfizer-UE7620	2020-11-11	Pfizer-UE7620	2021-05-02	None
115	timothy.jones@abc.com	qMv+u5bUNcrfgWYWA+x8NmQaSeW+v4qsB87m/ep70yg=	43v8hhqdB8ZgSqj6whaXqg==	6060	Jones	Timothy	N	1978-12-23	OrcalesHospital	Moderna-YZ1976	2020-12-25	Moderna-YZ1976	2021-04-04	None
116	rebecca.cruz@abc.com	upL4IsGiYluHVqv/hBYns12ZfxLEO/d1klW1Twi5A0M=	2J92f/wpxEu5GHeCFUkNIA==	4425	Cruz	Rebecca	Q	1987-06-13	PeraltaHospital	Moderna-TO5827	2021-01-22	Moderna-TO5827	2021-04-17	None
117	barbara.pelosy@abc.com	KvwUZJpEJx2rzsqsTwkLoM3tdsLbK1ZKq2PwYcSDTes=	D0WAV5aHMtOUmq11+T8BTg==	4459	Pelosy	Barbara	R	1954-09-15	JacksonMedicalCenter	Moderna-QN7754	2020-12-16	Moderna-QN7754	2021-02-10	None
118	karen.harmon@abc.com	dVOkrDi7sUOIGJFh9UEcdR8Ih9nW1kQTOcPL9HR10lw=	VZSlGChMyxSd47wuegQCnQ==	3799	Harmon	Karen	O	2009-06-18	HallHospital	Moderna-IH2989	2021-02-06	Moderna-IH2989	2021-03-18	None
119	jennifer.fernandez@abc.com	IjUy5fx4A7dTAPK0TOktqFwjvwDiwGwcuKuELIseYUE=	u9BsCYeAlMPM+m/g4zNV6Q==	6995	Fernandez	Jennifer	A	2005-04-07	ObamaMedicalCenter	Pfizer-KE9787	2021-02-08	Pfizer-KE9787	2021-03-06	None
120	timothy.martin@abc.com	vF8a6J5LbvZSGZBCPRc5LO/a8Iv0n5u9GGpzQx7nC6Q=	DJGhI9Mg3oAFa4hz7By+Qg==	4815	Martin	Timothy	Q	1979-11-28	ObamaHospital	Pfizer-KO6199	2021-03-02	Pfizer-KO6199	2021-04-03	None
121	donna.jones@abc.com	f+y5ZExJLjczJg9qFcz5BjZWzJhcLBmnSAqpt1+hvl8=	moLa/7Glha+R+5522kRLVQ==	3131	Jones	Donna	E	1920-10-29	MillerMedicalCenter	Moderna-JV8693	2020-12-22	Moderna-JV8693	2021-02-06	None
122	donald.miller@abc.com	ed3WxHfmyCY1BTsJhRxpQQZ9M0bpScPb4cyCnHXaqVU=	3awf5Vn1b/z7lEQDfg5oPQ==	1542	Miller	Donald	F	1942-12-12	OrcalesHospital	Pfizer-JU6497	2021-03-19	Pfizer-JU6497	2021-03-22	None
123	stephanie.sinatra@abc.com	m7g0EqBrozz3GjNBNnqtQ/hQJRmO3F4gTm1yk4o9Eh8=	ZXfwAJLsiMuTyJ2C4GmtMQ==	7769	Sinatra	Stephanie	R	1983-07-09	MunezHospital	Moderna-AG7930	2020-12-21	Moderna-AG7930	2021-01-14	None
124	christopher.domingo@abc.com	hwRvheTyMupMmoZRM5LtMKgy50j8K34m8glpdguak0c=	yQkJ8YNxuy/ImKShaHysGw==	8718	Domingo	Christopher	F	1917-07-17	WilsonMedicalCenter	Pfizer-IJ2348	2020-12-23	Pfizer-IJ2348	2021-01-12	None
125	paul.mendez@abc.com	uXX8BVylXNzzj8weGbsUfNOlnbH8yeAclOYuyKP53Wk=	KaJ2ubsBZ82YGXaZYj/LVg==	5153	Mendez	Paul	I	1927-05-15	RobinsonHospital	Moderna-MA4949	2021-01-26	Moderna-MA4949	2021-03-02	None
126	linda.smith@abc.com	7PMAVSlxpqvYWd23JQxTqMyYUn+hMd3GqiJRed8qDP8=	I6VuAtkCdUNYehLAaBD5Rg==	6680	Smith	Linda	T	1919-03-07	AndersonMedicalCenter	Pfizer-IX7963	2021-01-01	Pfizer-IX7963	2021-01-21	None
127	joshua.munez@abc.com	qWnneHTuAWUltkNAxB4g6AU5w0gw9w2dmDdz1T/Hn3E=	E9PgXHN/M99LdBVhALbp5A==	1484	Munez	Joshua	L	2012-02-18	RodriguezHospital	Pfizer-ZE9602	2021-01-18	Pfizer-ZE9602	2021-03-08	None
128	james.peterson@abc.com	aETwTrWYAubUzLOpXSVBDA/7uTE24vY+FoArxjCIqw8=	QeGqxvaxY/0jBSuZsobUWg==	8682	Peterson	James	T	1953-08-19	SantosHospital	Pfizer-XQ9280	2020-12-24	Pfizer-XQ9280	2021-04-23	None
129	linda.thompson@abc.com	/0/Nket8q60CaLQAYHGNm95fhSZs+AxDASSUnoJGa1I=	Fnqq5anFwBvmiu9r/IRp9w==	2730	Thompson	Linda	J	1925-12-04	RobinsonMedicalCenter	Moderna-YG3779	2021-01-01	Moderna-YG3779	2021-02-11	None
130	amanda.williams@abc.com	fLzvWjnaUQj/qb1qNrVey9SI8kESQ28kQGfasWT6uEU=	FSfKQ+nC+bm+grZmO/9tEg==	9108	Williams	Amanda	P	2010-04-06	DelanyMedicalCenter	Pfizer-FC6333	2021-01-08	Pfizer-FC6333	2021-04-09	None
131	melissa.derulo@abc.com	mIO2jIIS+TiJnD9/kR2nzLJb2E0AOs2Q6W+T3nnKRcg=	hTUveIx7s/q20inSjK53xg==	7181	Derulo	Melissa	H	1970-08-09	JonesHospital	Moderna-MB4844	2021-01-06	Moderna-MB4844	2021-03-30	None
132	jason.wilson@abc.com	EC7QFSRegXb8XlWfgTMmA4TN8Vq4BJAxENtY/Gd8aao=	gYj5CNNgA9fmzR/EEA8JZg==	4107	Wilson	Jason	None	1915-01-26	BrianHospital	Moderna-OU2934	2020-12-20	Moderna-OU2934	2020-12-22	None
133	thomas.blanc@abc.com	LDhhBzSMj0R1ay9703CkrEiRlDsYghCR9LprXj/YDXM=	oLjvfe7MIF5LnbKCgwbvOw==	2142	Blanc	Thomas	None	1925-11-12	BanaMedicalCenter	Moderna-ML2806	2021-02-21	Moderna-ML2806	2021-04-17	None
134	ryan.white@abc.com	IafSsp3s+zP9Sk1LdFm67yixTaxbBBupvg/luhTosw4=	eXrtbDYvVGhlW5HHyuZ8iw==	2741	White	Ryan	E	1918-08-04	LewisHospital	Pfizer-PW4925	2021-03-13	Pfizer-PW4925	2021-05-02	None
135	brian.santos@abc.com	ag+Zc5DRRKQzQKJy3bn6XUWaXp8i0JQZU7RPEEywajA=	nfCrZKnP2boJRLRfjpM4FA==	8949	Santos	Brian	W	2001-12-28	WilsonMedicalCenter	Moderna-SK2791	2020-12-02	Moderna-SK2791	2020-12-27	None
136	richard.domingo@abc.com	JVxrXlLDgM9s2lzqL7N+gDXJHL1Eg8ta7itAIhiwT+g=	9ZqMHyvihzKZtQ98UnxT3Q==	3349	Domingo	Richard	W	1971-05-15	WhiteHospital	Pfizer-HB7289	2020-12-30	Pfizer-HB7289	2021-03-08	None
137	daniel.sanchez@abc.com	0XbxTbcmNukTaTJ6odAFQvAIVZUAq/Jr6gFgXUL4hoE=	e/38/s6Z/CR6VYufkqUj5w==	6619	Sanchez	Daniel	N	1972-07-29	MartinezMedicalCenter	Pfizer-JH2890	2021-03-02	Pfizer-JH2890	2021-04-30	None
138	edward.blanc@abc.com	8VmJlecaCb2SmihJjP5vNbHDfbFz9YvObEonwZaI2z8=	PXKBA4KGN7bmEvBZlDkT8A==	9188	Blanc	Edward	B	1939-01-29	WilliamsHospital	Pfizer-LD3987	2021-03-17	Pfizer-LD3987	2021-04-26	None
139	frank.thompson@abc.com	tpPqLXAXAhb5Iah5tmr4XIIOz9QtSMerByjgX61+dpw=	xRzunYMe/dvJsD99c1LqjA==	6073	Thompson	Frank	H	1927-08-07	BrianHospital	Pfizer-MP6053	2021-02-02	Pfizer-MP6053	2021-02-14	None
140	bethy.williams@abc.com	OwCl7c61Fxa7uIfKD4cPRsbxBeeUlOd4GKhVshUjV2I=	1Li0Pd/a4IIghhKGaj9lXw==	9589	Williams	Bethy	J	2007-03-21	ZachariasMedicalCenter	Pfizer-XY5498	2020-11-02	Pfizer-XY5498	2020-11-08	None
141	mark.pelosy@abc.com	jUFvOAvDLEwS86xhvUAxpbGvmCg+26mRyV8Pd430Ba0=	LElBo9JZzG33AbDEeRh3ZQ==	5654	Pelosy	Mark	Z	1915-03-07	PelosyHospital	Moderna-MP3127	2020-12-08	Moderna-MP3127	2021-02-25	None
142	jacob.hall@abc.com	jYd7Lq+LEWqKmPc5tjcquh8s7hyh3f211/4Xa/f37jQ=	HE3snWdiHu49TzuoNrotsA==	6281	Hall	Jacob	Q	2002-04-18	PetersonHospital	Moderna-DG6758	2020-11-03	Moderna-DG6758	2020-12-27	None
143	mark.lee@abc.com	nNKlMFWtVwci/cmqvllVBVEAB3e4wU7gB3jgXduHa70=	KnnTSiCu2Ag2DDpUsyrGrA==	4351	Lee	Mark	G	1916-08-27	PetersonHospital	Moderna-TL9416	2021-01-23	Moderna-TL9416	2021-02-11	None
144	veronica.walker@abc.com	Jh0a1hG6Rb7NtwYUnn8EZgFy/3mbclml8WDfRjabutQ=	LNkcroyvsolsjWKfnbbqdQ==	4661	Walker	Veronica	S	2015-07-19	DelanyMedicalCenter	Moderna-LQ7994	2020-12-06	Moderna-LQ7994	2021-02-21	None
145	jason.peterson@abc.com	EmwqU4HIllAFn7sKerY/Lgofeb8HWTE3qsX8aGPsMQ0=	x8bGoPwDS2YMNmMCJdx68A==	4893	Peterson	Jason	Z	1964-02-02	AndersonMedicalCenter	Pfizer-HY6840	2021-02-18	Pfizer-HY6840	2021-03-03	None
146	dorothy.peterson@abc.com	3xrJU5XAE2OwiSARwhgYc7sXIidMTsCDIg/VKtbUxu4=	zbEcHVgdztBB7z05y0j3jg==	9379	Peterson	Dorothy	P	2000-01-02	OrcalesMedicalCenter	Pfizer-WJ7999	2021-03-06	Pfizer-WJ7999	2021-05-01	None
147	lisa.derulo@abc.com	FtrqqlJzcfZ9qYVMmTPKbsNwCH3PBiGF/8gxfnpmCrs=	+Fyot4l7awWfZoI09ZnNDQ==	4373	Derulo	Lisa	L	1978-07-26	WestMedicalCenter	Pfizer-LH8690	2021-03-18	Pfizer-LH8690	2021-04-27	None
148	dorothy.harris@abc.com	NxNUCecLcXJSCe8djjOWXVM8D6cdkkFPgcebCbiiGB8=	rpQndpUrbw7cxUd1uo961w==	6120	Harris	Dorothy	T	1997-06-01	MartinMedicalCenter	Moderna-UV8367	2020-12-12	Moderna-UV8367	2021-02-01	None
149	veronica.cuneta@abc.com	52owTOGq0c3bXW/zb6zZmJ6riuEqyF/iONIBB0wBDFU=	KPsmZr2dgxYUjyz2YSXP9Q==	9411	Cuneta	Veronica	Y	2016-08-07	CruzHospital	Pfizer-PC9557	2021-01-30	Pfizer-PC9557	2021-04-27	None
150	linda.davis@abc.com	nApzi7FQ1aZj9LEiXfD39+jQHFbcjuZRODlpBBVXVQE=	t7Gb90l77/ArSi7CURNGsw==	1680	Davis	Linda	H	1988-02-19	BanaMedicalCenter	Moderna-BL2379	2021-02-27	Moderna-BL2379	2021-04-29	None
151	michael.smith@abc.com	JUux4mnpheBEO0U4+nkob3AwEQnhkxLXI2IhNqb8zCw=	Nde/vTOovr3Ji05Bke3B4w==	1626	Smith	Michael	G	2013-01-19	TaylorMedicalCenter	Pfizer-NY9398	2021-03-11	Pfizer-NY9398	2021-03-16	None
152	thomas.pelosy@abc.com	1eklNyh85kcHOqWF5KE3V18lprOwwEWm5dcEzPgEfzA=	PWF6ynzfZl9t7CA/Y6eNuQ==	4933	Pelosy	Thomas	S	1946-10-30	HarmonHospital	Pfizer-JK8928	2021-03-09	Pfizer-JK8928	2021-04-23	None
153	joshua.blanc@abc.com	W7AsaCh8HKC7JpuK4GQcXlOFTUFjKtcjzLUaFwnvX7Q=	v8djyp6ELQey8cC0bOP+2A==	1604	Blanc	Joshua	W	1918-05-17	TaylorMedicalCenter	Moderna-GY1037	2021-02-16	Moderna-GY1037	2021-05-03	None
154	jason.anderson@abc.com	xEVxzL/rZjPg/tU8CKXHt2uDg1S9HIjH+u1rBMM9MDs=	E1kH1P6WU9zKpvNlvrHpxw==	3846	Anderson	Jason	O	2008-06-06	PoppinsMedicalCenter	Moderna-EZ2957	2021-02-17	Moderna-EZ2957	2021-03-17	None
155	emily.robinson@abc.com	Wd9KoFm/QSVs3KkETdu7ln9J9qZ+ChuufnnJDd4g4yI=	rtCHb2GuU+HFd9aplVoh2Q==	8716	Robinson	Emily	G	1976-01-10	BanaHospital	Moderna-NF8963	2020-12-16	Moderna-NF8963	2021-03-09	None
156	matthew.garcia@abc.com	eNnn3YFeofue0hQg9MKNJ3JR1YV4/M9mY2uuddqFdgk=	EFwWZkvgNqzHtkY4vLWjzg==	7178	Garcia	Matthew	Z	1988-04-16	LawrenceMedicalCenter	Moderna-HP2311	2021-01-17	Moderna-HP2311	2021-03-19	None
157	melissa.santos@abc.com	A0SDBo4rFB2BhcEGqZPG1odfHxerbywFVNmQEVePYI4=	I1VvuKrSdhRKs2algH23IQ==	4791	Santos	Melissa	None	1991-10-01	DomingoHospital	Moderna-JB9437	2021-03-12	Moderna-JB9437	2021-03-17	None
158	jacob.walker@abc.com	7tItNOOeDQE8ZgxJrw3bYa+R0Rj4R4c2nqJ0VmrLooQ=	G4k+kmQ9kWdMPTM23V+ekw==	3227	Walker	Jacob	K	2009-06-17	LewisHospital	Pfizer-SE8623	2021-01-02	Pfizer-SE8623	2021-02-28	None
159	deborah.cruz@abc.com	A6uMnlsdRpIXA8HVW2GzT7fFGjCvishGeUqwXTSnUPk=	LTR+gsIheelcEqdeY8KgMg==	2733	Cruz	Deborah	D	1915-08-03	LeeHospital	Moderna-GD5550	2020-12-12	Moderna-GD5550	2021-02-22	None
160	margaret.bana@abc.com	sBD5PkcOn0nGdy/7+bfK5QeGZUGcxLAlg3sUhPpikuU=	2MGTz5yl3POg9HODVb/RWQ==	8411	Bana	Margaret	B	2015-08-06	PeraltaMedicalCenter	Pfizer-ZY5545	2020-11-15	Pfizer-ZY5545	2021-04-08	None
161	karen.santos@abc.com	mWLVJ5J7rqRMDD7pTj9s6O8GLCxKDTReRauMsFreFW4=	BipJODBOAvV87imAzHGFKA==	1216	Santos	Karen	R	1975-08-01	HarrisMedicalCenter	Pfizer-DY9060	2020-12-08	Pfizer-DY9060	2021-01-07	None
162	timothy.hall@abc.com	0m04prOldW1sxmZMCDu1t+ZbZoeOp7TROkzvnBv5gAY=	i7jEL+HIs4k6J6RtcaHNyQ==	1553	Hall	Timothy	G	2018-07-20	CurryMedicalCenter	Pfizer-LP9771	2021-01-11	Pfizer-LP9771	2021-01-21	None
163	stephanie.sanchez@abc.com	ly65WtywjiTMPPjR93WhLhZ6hSbl1W4KanoMpugdqnA=	Pg5RMzMsZtlXIlSSF7dQqg==	7530	Sanchez	Stephanie	H	1915-01-26	CurryMedicalCenter	Pfizer-RA5364	2020-11-30	Pfizer-RA5364	2021-02-10	None
164	daniel.harris@abc.com	oxKmSH5gtAadJ1Kkw2KgCjwmj6svpwMGI82iSm3ExWE=	lSokRCEz/UAABuHM43G3Sw==	2091	Harris	Daniel	K	2010-04-27	BanaMedicalCenter	Pfizer-QN3819	2020-12-12	Pfizer-QN3819	2021-02-11	None
165	jason.davis@abc.com	CI9iZRfJDigYFgegwPv93B0HdAj3A+6JVAxJqOoMdWc=	uERuGJbucNWJeJd8mPPZ/g==	7461	Davis	Jason	F	1984-11-24	DavisMedicalCenter	Moderna-VZ8680	2021-02-05	Moderna-VZ8680	2021-04-04	None
166	james.wilson@abc.com	9TBJOjQv6JrP9upeyANKRam20ZZVvku9Zv0rVsbWw+E=	Ee9JnSbMuX1cGDaEatjGbg==	5617	Wilson	James	E	1921-11-13	SinatraHospital	Pfizer-PV4457	2020-12-01	Pfizer-PV4457	2021-03-11	None
167	jessica.cruz@abc.com	3bcTmWiNVVrP11RUhrqpaGICA+9HckSfRxTD2KuESJ0=	7+djd5UuNp4EkgahWGgUbA==	3449	Cruz	Jessica	T	1926-05-02	LeeMedicalCenter	Pfizer-NH8598	2020-11-04	Pfizer-NH8598	2021-04-16	None
168	michael.harmon@abc.com	v2KAqHRtrFpGZAKpuBgv8uuFnb+aM3O9/Yvrlw53R2Q=	qSvlNK5bsqqyjenc1X0YHA==	8020	Harmon	Michael	G	1925-03-16	ThompsonHospital	Pfizer-GU1749	2021-02-07	Pfizer-GU1749	2021-03-07	None
169	timothy.cruz@abc.com	Ctp5fQBUCQ1ldV95yXnMFqyQEsipS76cxOrF1uUlYgA=	jb5uuqDwOCQ4Cq7uHpH2GQ==	2687	Cruz	Timothy	B	2012-10-04	WhiteMedicalCenter	Moderna-OO5639	2020-12-02	Moderna-OO5639	2021-04-05	None
170	joshua.harmon@abc.com	ZwhXocL2iPb4jeND7qjRXvYoJbIlS72rDnt1ow1dED0=	EA23PVTe+0N7wlYkngu0gg==	2426	Harmon	Joshua	P	1970-05-28	AndersonHospital	Pfizer-NX8330	2021-02-26	Pfizer-NX8330	2021-04-11	None
171	christopher.moore@abc.com	vrwAYWc/5DRrYZwlCdRSOeAwGbxtuizgdblkl6N0tRA=	s8/bYvURaS2+X3EzwWAEVA==	1740	Moore	Christopher	W	1915-11-26	MartinMedicalCenter	Pfizer-JB8522	2021-01-16	Pfizer-JB8522	2021-03-11	None
172	jacob.brian@abc.com	miWaWMJ3qiscAUGpz3FWeyv6IYaLKy04JMhvAcxXYWo=	uC77PDVsIIodBRkECL+z+A==	5272	Brian	Jacob	P	2014-06-04	FernandezMedicalCenter	Pfizer-KU8134	2021-03-04	Pfizer-KU8134	2021-04-04	None
173	carol.watson@abc.com	52zj38kN8RkwEu9cvE7q6Y7CJiYUdDO4wjwc+qP6IUs=	9dQ9cF7I0V24Ypn8mmi6jw==	5902	Watson	Carol	J	1968-08-29	WhiteHospital	Moderna-NB9254	2021-01-05	Moderna-NB9254	2021-03-30	None
174	veronica.rodriguez@abc.com	RaVtW1e0M/Cfzrz8Bgxjwm4Rle6unltQtupzgZkqXLs=	emVGhu1yFP+P7IBGnAD5eQ==	1025	Rodriguez	Veronica	H	2019-07-05	RodriguezHospital	Pfizer-TR1963	2021-01-18	Pfizer-TR1963	2021-02-12	None
175	john.lewis@abc.com	YOt0QtiXWywXvYLZ6wXrIDmPoMSrEBeANomhRrI3AY4=	THL/OAWVXRmNYsAqUmpnCQ==	8999	Lewis	John	Z	1922-07-15	ObamaHospital	Pfizer-GR8298	2021-02-15	Pfizer-GR8298	2021-04-06	None
176	jessica.williams@abc.com	nn2idy+a1xKAEu/bFUqyHesOl2MO0qjyKshIZMfqF20=	1UpHMUBnEF26g+DPDNQuqg==	8888	Williams	Jessica	Z	2011-09-18	PeraltaMedicalCenter	Moderna-HG3192	2021-02-02	Moderna-HG3192	2021-04-25	None
177	lisa.martin@abc.com	Z3iqldcKxmJVjSVdyupGiNNocreEstjTrUPg24ux+HY=	xWgsfqdYG8c33cE7sQez4w==	2397	Martin	Lisa	Z	1995-05-25	ClarkHospital	Moderna-SS1029	2020-12-22	Moderna-SS1029	2021-01-19	None
178	anthony.smith@abc.com	H9ZvjQ/yIq38NQYSfyyPjBpTzU1WIhX/b2ip8sMeGuM=	Y79xQL+7iruGcuPGjFSEwA==	2580	Smith	Anthony	A	1937-02-05	LawrenceHospital	Moderna-SJ3724	2021-03-06	Moderna-SJ3724	2021-04-13	None
179	mary.santos@abc.com	zH8JZzQ7tn5uQg/AISAySL+LVJmeC4dZnqfQZhv53r4=	CXF95FMnHPOb6KTu/IjTrw==	8357	Santos	Mary	F	1982-12-18	PoppinsMedicalCenter	Moderna-SP4154	2021-02-10	Moderna-SP4154	2021-02-13	None
180	jacob.orcales@abc.com	tDJJbenZccOh41TNFmjEvcws6S1zdJjAs2II1jcp9Pk=	TtRKtpkPA28+grVnLQs30A==	2138	Orcales	Jacob	G	1983-09-24	SinatraMedicalCenter	Pfizer-NC9415	2020-11-20	Pfizer-NC9415	2021-03-16	None
181	frank.wilson@abc.com	N5MjNqXRjbFgkmsRUhluYKIlFTDhmxWLmBX7u8lAdkg=	Q+Br97iAdT7i36/i33bgXg==	9845	Wilson	Frank	R	1931-04-24	ThompsonHospital	Pfizer-BA5416	2020-12-18	Pfizer-BA5416	2020-12-21	None
182	anthony.poppins@abc.com	3at+YLRf3rB4jCbMUIBlgh07iYTE6lISbyJtgTS5OJY=	11XEQRijJtjYwBRpytjWyw==	8959	Poppins	Anthony	K	1997-06-24	WatsonHospital	Pfizer-ZR2205	2020-12-30	Pfizer-ZR2205	2021-01-08	None
183	matthew.munez@abc.com	IM6KogokvfdNTTfJgVFfr5EB2cULtSmWZ/NHdJcI/rU=	T4FPtjzV26m1QwbNFrJLSw==	2295	Munez	Matthew	Y	1913-12-21	JacksonMedicalCenter	Moderna-JG1781	2021-03-02	Moderna-JG1781	2021-04-26	None
184	steven.delany@abc.com	9lm+mD+yf2qIe15TrCa/59AIzzj/gXfRWmKO0LdvsJY=	L1Be4j69ITguZXQWjWNqAQ==	6634	Delany	Steven	S	1935-10-19	PeraltaHospital	Moderna-RO9030	2020-12-20	Moderna-RO9030	2021-03-09	None
185	donald.derulo@abc.com	j58zFmKGiSy73MZtcw2FHICcYOQqFSbUSo+qRCpJUkA=	g27PMC8d2ALc8k4QGdZyVQ==	4145	Derulo	Donald	A	2002-02-09	ZachariasHospital	Moderna-GT5988	2020-12-17	Moderna-GT5988	2021-03-11	None
